sentence,label
"端游老玩家因为情怀下了音游，其实可以看出来有很多可以怀旧的地方。曾经代表土豪的布衣鸡翅套装氪六块就能到手，蓝色的经典套装变成了新手礼包，基本不需要氪金就可以玩，装备可以事务所刷本打，就是有点肝了，我上一个这么肝的游戏还是阴阳师╭(°A°`)╮,画风和建模方面有点弱了，不是很惊艳，舞蹈动作不多，没有办法完美配合歌曲。端游的舞蹈动作就很棒，我弃坑前上的落花情，那时很多人组织跳扇子舞，很棒的，希望在这方面加强一下。,端游的经典模式传统模式变成了只能在休闲大厅玩，排位赛和副本只能打星动泡泡等ps:泡泡模式真的很废眼睛啊。我跟室友都是老玩家，于是两个人开了房玩了一晚上传统模式😂不得不说实在太好P了，稳住基本可以从头p到尾，最高玩了八星，也过于简单。,最后是游戏卡顿问题，真的，太卡了！尤其是任务系统，点一次卡一次。社区玩法不是很精确，不太懂里面怎么玩，地图找宝箱对于路痴有点困难。。,看到评分太低了，我觉得还是应该多多鼓励，给四星，希望你们能越做越好(･ิϖ･ิ)っ",positive
讲个笑话，10亿bug,negative
帅气,positive
手残党表示玩过二测，总体不错，但是那个弹珠模式实在太虐心了。。。。,positive
玩了几天觉得可以出山了，没有体力值限制，疯狂练习泡泡模式中…….,positive
"（这个评论是后面改的）,好吧第一次我好像给了2星，这个游戏怎么说呢，你完全可以把他当成一个单机休闲游戏，一款音游这样子的去玩。说到这儿肯定会有人笑了:人家炫舞本来就是社交交友的游戏，哪来的单机之说！,不是我不想在游戏里找朋友，首先这个游戏让我知道了孩子们的求偶欲望有多严重，其次满屏喊着:“找老公（老婆），能打5星以上的来？”？？？？？？我看见能打5星以上内心是混乱的。。。,想我这种20岁的老男人就是没事干打打，因为节奏大师都不更新了，😏没事干还买了兰空和古树旋律。,但是这个游戏的建模在如今2018年来看，真的不算好，虽然我知道66会不开心，但我还是要说，你们真的可以做的很精致的，其次是舞蹈动作，当然不可能每一首歌都做一套动作，但是这个动作你的跟着音乐节奏吧，对不对，对于动作来说我是觉得touch是满分的，而66你是及格哦！也不是所有歌动作都乱七八糟还是大部分歌曲的动作都还行啦！,关于抽奖！我不抽！抽不出来太难受，出的好看衣服都是抽奖得的，啥时候你放出来让大伙都能直接购买吗？,其次加强防沉迷吧，游戏里小孩子特别多。",positive
啊感觉画风不对劲🤨和pc有点差度...,negative
卡到我真的不想说什么,negative
很久没玩进舞团了，以前都是玩电脑的，现在手游玩，很方便，，嘿嘿，有种熟悉的感觉,positive
为什么不能和端游一样，和同性组cp，这个太难受了,positive
_(:з」∠)_还记得当初特别想玩炫舞但是电脑配置不允许玩的时候就去官网那边玩能体验的那个，天天稻香稻香，从一开始体验都跳不过的咸猪手到可以单手虐体验歌的大爪子……电脑还是玩不了，就只能这样每天玩着体验歌…真正能开始接触游戏是一两年后炫舞2出来吧，拿着姐姐的电脑暗搓搓的下了玩，进去再被大爪子虐虐虐，玩了很久，不喜欢做任务，看统计任务做的数差不多是三十多，等级却有70多，后来因为各种原因转区了，认识了很多人，很开心也很高兴能认识你们虽然已经没有联系了，说起来我手残的也不是一两点了，转区前认识的一个游戏cp是新手，玩了不到三天的那种，被我按在地上虐，跟我讲挂情侣，我也无所谓就挂了挂完后开始聊游戏里最快的歌，然后他说他要努力练到我这么厉害，还跟他打了个赌一个月时间，结果特喵的半个月跑来跟我讲会跳最快的那首了，(눈_눈)手残感觉受到了暴击，看他磕磕绊绊的虽然偶尔bad但全连了我是很……总之再想想自己吧，明明玩了至少六七年了，bpm愣是最高180还会掉，唉绝望希望这次手游里新来的小可爱们能给我这种玩了好久还不如新手的大手残一点尊严，谢谢,positive
五年舞龄，日夜期盼，终于等到了。,positive
谁能告诉我为什么我每个游戏都是尽请期待？？？？,negative
建模和画风真的太失望了..从预约关注到现在昨天下载玩了两把卸载了华为p10完美卡顿画风真的真的很迷飞车的建模比这个看着都舒服多了还有游戏里按键打击感极差还不如节奏大师按键又小又不明显看不清感觉像小工作室做的游戏TAT真的不敢相信是腾讯出的可能是抱的期望太高了吧领完预约礼包就卸载了建模画风和打击按键实在接受不了,negative
劲舞团手游，真正做到了那种。炫酷真实自然的画面风格，而且还比。QQ炫舞的曲库更加丰富。风格更加潮流时尚，就炫舞的那种品质根本比不上端游。,negative
喜欢炫舞。支持,positive
还记得当初网吧被敲坏的空格吗23333,negative
厚度慈悲心,positive
很好玩，改成音游是最好的选择,positive
"麻烦把曝气取消了，要不就统一曝气，要不就取消。还有，我游戏中画面竟然能自己倒过来？,你把我捏的那么美的脸弄哪去了？？？卧槽？？？？？再扣一颗星，谁允许你把我辛苦捏的脸弄没的，呵呵。",negative
还没玩，但是端游我就很喜欢，期待手游，,positive
"这是一款没有灵魂的音游,调子完全不在点子上的,除了高星的歌曲还行,你说我节奏感强吧,我是不太敢承认了,反正玩起来觉得,觉得觉得觉得......",positive
可以删除角色吗？,negative
今天早上才出来吗(⊙o⊙)？,positive
换不错,negative
错了我感觉真的玩的舒服,positive
"第一个，穿越火线,第二个，QQ飞车,第三个，QQ炫舞,第四个，该到英雄联盟了吧！",positive
之前有一款叫天天炫舞，真的是青春。,positive
因违反评价条例规定被折叠,negative
"真的是辣鸡游戏，商城随便一件衣服都是几百钻，出了盒子开出好东西的几率也是小的可怜，你说一个游戏氧就氧了，毕竟也要吃饭是不是，但是充了几百块钱进去砸盒子pi都没有就算了，想要换个氧金点去逛商城后发现衣服又丑又贵是什么鬼?,建议新手千万别砸钱，因为你会发现有时候砸了几百结果根本就没拿到啥东西。",negative
从来玩手游没有那款游戏有炫舞这么心累过，花一万多一件臻品都没抽齐过，万年缺衣服，一万块在现实生活当中不晓得能买几套衣服了，TM钱花了啥都没出谁心里会舒服？你明码标价卖也行啊，有必要这么坑人吗。怪我自己手贱要抽，但是这出衣服的概率比TM男人怀孕的几率都小，新款一个月要出好几十几套，坑钱就属炫舞最牛B，修复bug从来没有出新款积极过，抽宠物也是就给我一只B，其它全是C，慢慢养吧还TM要同等级的喂还不一定能成功，像这种只知道坑钱的游戏完全没有存在的必要，希望有关部门赶紧管管吧。,positive
"手感稀烂,操作不怎么舒服,模型和服装审美还停留在十年前,这真的是2018的游戏？",negative
今天10点公测拉!,positive
情怀,negative
没有注重经典玩法，变得和节奏大师一样,negative
居然没有QQ飞车手游好玩,negative
哈哈红红火火恍恍惚惚,positive
超级好玩的游戏,positive
不错,positive
宝贵的回忆！至今未放弃！喜欢大家爱戴它！←_←,positive
个人表示，游戏还不错，但是技能曝气问题，就不是游戏的问题了，而是看个人技术了。服装方面表示，那些商城服装的价格真的不忍直视，而且活动服装是以一个礼盒开奖形式真的扎心了，我买了30多个礼盒，连一个服装部件都没出，这就更扎心了。强烈希望改改。非洲人在绝望的边缘被迫试探。,positive
"出极品钢琴的音块下落玩法就给五星！嗯哼！,游戏内测时bug很正常能理解，每个游戏都有经历的过程，会越出越好的，值得5星。,就差极品钢琴的玩法了，出了就改成五星",positive
都不知道劲舞团出手游了。。。,positive
宝贵的回忆！至今未放弃！喜欢大家爱戴它！←_←,positive
emmmmm内存真的太大了，能不能缩小点，想玩又下不起，好难受的！(Ĭ^Ĭ),negative
天天维护,negative
刪号的不玩,negative
我从上个暑假玩到现在，一直都觉得很OK，但是抽到盒子里的东西几率太小，希望能稍稍提高一下，其他的都很好，也让我体会到了恋爱的感觉，当然能一起在游戏养个孩子就更有乐趣了,positive
什么时候可以下载啊，等了好久了,positive
女生应该喜欢玩吧！,positive
够了啊，每次玩久一点就会卡出去，看到游戏加载一半又突然不动了，我就知道我这时会被卡出去。嗯没有任何类似应用无响应的提示，以前是没有一点点防备，现在是我就知道会这样。更气的时候它非得加载对局的时候卡出来，而且只会这种时候卡出来。拜托我想好好玩个游戏咋就那么难?,positive
准备开始葬爱家族,positive
发现出了手游就一直玩到现在，虽然改变了很多，但还是很喜欢,positive
喜欢里面的衣服，但没钱买,positive
不想多说什么，腾讯出品这几个字足以,negative
等半天也不好使,negative
玩法挺好的就是卡啊还有传统模式只能开房间呀排位赛不能玩吗？还是我的等级还不够。。。。总之还是挺好的,negative
这一星是mltd给你的是应援团给你的是cytus给你的是劲舞团给你的给我记好了。,negative
我就一个问题你们这上面写的腾讯四大名著是什么鬼,positive
玩到了乐天使，一个更新，变成了司音士,positive
为什么我安装不了?,negative
"2018.01.0802:38,五星期待预约,一测的时候玩过，感觉不是很还原，玩了几个小时就卸载了，但是一样正式服出来的时候和飞车手游一样做的还原和出色！！",positive
他们要回来了,positive
因违反评价条例规定被折叠,negative
因违反评价条例规定被折叠,negative
好玩,positive
好想给66改名字,positive
听说这里面能尬舞所以我就来了,positive
抽衣服永远没有一千多别想出衣服，抽宠物没有两千多别想出A级，反正就是坑钱坑死了,negative
